0	0	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
1	14	1
1	15	1
1	16	1
1	17	1
1	18	1
2	19	1
2	20	1
2	21	1
2	22	1
2	23	1
2	24	1
3	25	1
3	26	1
3	27	1
3	28	1
4	29	1
4	30	1
4	31	1
4	32	1
4	33	1
5	34	1
5	35	1
5	36	1
5	37	1
5	38	1
5	39	1
5	40	1
5	41	1
5	42	1
5	43	1
5	44	1
5	45	1
5	46	1
5	47	1
5	48	1
5	49	1
6	50	1
6	51	1
6	52	1
6	53	1
6	54	1
6	55	1
6	56	1
6	57	1
6	58	1
6	59	1
6	60	1
6	61	1
6	62	1
7	63	1
7	64	1
7	65	1
7	66	1
8	67	1
8	68	1
8	69	1
8	70	1
9	71	1
9	72	1
9	73	1
9	74	1
9	21	1
9	75	1
9	76	1
9	77	1
9	78	1
9	79	1
9	80	1
9	81	1
9	82	1
9	83	1
9	84	1
9	85	1
9	86	1
9	87	1
10	88	1
10	89	1
10	90	1
10	91	1
10	92	1
10	93	1
10	94	1
10	95	1
10	96	1
11	97	1
11	98	1
11	99	1
11	100	1
11	101	1
12	102	1
12	103	1
12	104	1
12	105	1
12	106	1
12	107	1
12	108	1
12	109	1
12	110	1
12	111	1
12	112	1
12	113	1
12	114	1
12	115	1
12	116	1
12	117	1
12	118	1
12	119	1
12	120	1
13	121	1
13	122	1
13	123	1
13	124	1
13	125	1
13	126	1
13	127	1
13	128	1
13	129	1
13	130	1
13	131	1
13	132	1
14	133	1
14	134	1
14	135	1
14	136	1
14	137	1
14	138	1
14	139	1
14	140	1
15	141	1
15	142	1
15	143	1
15	144	1
15	145	1
16	146	1
16	147	1
16	148	1
16	149	1
16	150	1
16	151	1
16	152	1
16	153	1
16	154	1
17	155	1
17	156	1
17	157	1
17	158	1
17	159	1
17	160	1
17	161	1
17	162	1
17	163	1
17	164	1
17	165	1
17	166	1
17	167	1
17	168	1
