0	0	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	14	1
0	15	1
0	16	1
0	17	1
0	18	1
0	19	1
0	20	1
0	21	1
0	22	1
0	23	1
0	24	1
0	25	1
0	26	1
0	27	1
0	28	1
0	29	1
0	30	1
0	31	1
0	32	1
0	33	1
0	34	1
0	35	1
0	36	1
0	37	1
0	38	1
0	39	1
1	40	1
1	41	1
1	42	1
1	43	1
1	44	1
1	45	1
1	46	1
1	47	1
1	48	1
1	49	1
1	50	1
1	51	1
1	52	1
1	53	1
2	54	1
2	55	1
2	56	1
2	57	1
2	58	1
2	59	1
3	60	1
3	61	1
3	62	1
3	63	1
3	64	1
4	65	1
4	66	1
4	67	1
4	68	1
4	69	1
4	70	1
4	71	1
4	72	1
4	73	1
4	74	1
5	75	1
5	76	1
5	77	1
5	78	1
5	79	1
5	80	1
5	81	1
5	82	1
5	83	1
5	84	1
5	85	1
5	86	1
5	87	1
5	88	1
5	89	1
5	90	1
5	91	1
5	92	1
5	93	1
5	94	1
5	95	1
5	96	1
5	97	1
5	98	1
5	99	1
5	100	1
5	101	1
5	102	1
5	103	1
5	104	1
5	105	1
5	106	1
5	107	1
5	108	1
5	109	1
5	110	1
5	111	1
5	112	1
5	113	1
5	114	1
5	115	1
5	116	1
5	117	1
5	118	1
5	119	1
5	73	1
5	120	1
5	26	1
5	121	1
5	122	1
5	123	1
5	124	1
5	125	1
5	126	1
5	127	1
5	128	1
5	129	1
5	130	1
5	131	1
5	132	1
5	133	1
5	134	1
5	135	1
5	136	1
5	137	1
5	138	1
5	139	1
5	140	1
5	141	1
5	142	1
5	143	1
5	28	1
5	144	1
5	145	1
5	146	1
5	147	1
5	148	1
5	149	1
5	150	1
5	151	1
5	152	1
5	153	1
5	154	1
5	155	1
5	156	1
5	157	1
5	158	1
5	159	1
5	160	1
5	161	1
5	162	1
5	163	1
5	164	1
5	165	1
5	166	1
