0	0	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	17	1
1	18	1
1	19	1
1	20	1
1	21	1
1	22	1
2	23	1
2	24	1
2	25	1
2	26	1
2	27	1
2	28	1
2	29	1
2	30	1
3	31	1
3	32	1
3	33	1
3	29	1
3	34	1
3	35	1
3	36	1
4	37	1
4	38	1
4	39	1
4	40	1
5	41	1
5	42	1
5	43	1
5	44	1
5	45	1
5	46	1
5	47	1
5	48	1
5	49	1
5	50	1
5	51	1
5	52	1
5	53	1
5	54	1
5	55	1
5	56	1
5	57	1
5	58	1
5	59	1
5	40	1
5	60	1
5	61	1
5	62	1
5	63	1
5	64	1
5	65	1
5	66	1
5	67	1
5	68	1
6	69	1
6	70	1
6	71	1
6	40	1
6	72	1
7	73	1
7	74	1
7	75	1
7	76	1
7	77	1
7	44	1
7	78	1
7	40	1
7	79	1
7	80	1
7	81	1
8	82	1
8	83	1
8	84	1
8	85	1
8	86	1
8	87	1
8	88	1
8	89	1
8	90	1
9	91	1
9	43	1
9	92	1
9	40	1
9	93	1
9	94	1
9	95	1
10	96	1
10	97	1
10	98	1
10	99	1
10	100	1
10	101	1
10	102	1
10	103	1
10	104	1
10	105	1
10	106	1
10	107	1
10	108	1
10	40	1
10	109	1
10	110	1
10	111	1
10	112	1
10	113	1
11	114	1
11	115	1
11	116	1
11	117	1
11	118	1
11	119	1
11	120	1
11	121	1
11	40	1
11	122	1
11	123	1
11	124	1
11	125	1
12	40	1
12	126	1
12	127	1
12	128	1
12	129	1
12	130	1
12	131	1
12	132	1
12	133	1
12	134	1
13	135	1
13	136	1
13	137	1
13	138	1
13	139	1
13	140	1
13	141	1
13	142	1
13	143	1
13	144	1
13	145	1
13	146	1
13	147	1
13	148	1
13	149	1
13	150	1
13	151	1
13	152	1
13	153	1
13	154	1
13	155	1
13	156	1
13	157	1
13	158	1
13	159	1
